#x u rho mdot phi T Ts N2 H2 H O2 O H2O OH H2O2 HO2 NO N2O NO2 HNO HNO2 HONO HONO2 N2H2 H2NN NH2OH HNOH NH3 N2H4 N NO3 NH NNH NH2 H2NO N2H3 
0.0507023 1.86509 0.194986 0.3 1.29415 1535.18 1573.26 0.653959 0.00313677 6.07044e-06 0.145651 2.74339e-05 0.0635262 2.32371e-05 2.01999e-06 2.67237e-05 0.00125634 0.0021182 2.75327e-05 8.49216e-05 1.77702e-08 8.82164e-07 7.53896e-11 0.000559586 1.41952e-05 1.66608e-06 3.71374e-06 0.127981 4.55951e-05 1.23058e-06 2.29757e-10 4.32324e-05 6.5864e-08 0.00144825 5.09144e-05 4.56015e-06 
0.0507268 1.91542 0.189862 0.3 1.29248 1572.45 1589.47 0.657548 0.00328008 7.22862e-06 0.139774 3.16402e-05 0.0702093 3.0144e-05 1.83864e-06 2.80792e-05 0.00141148 0.0023754 2.51638e-05 9.3574e-05 1.42292e-08 7.73702e-07 6.14744e-11 0.000602048 1.45002e-05 1.74363e-06 4.04933e-06 0.122819 3.76468e-05 1.69925e-06 1.71702e-10 5.24747e-05 8.38911e-08 0.00159568 5.04381e-05 4.50833e-06 
0.0507512 1.96847 0.184745 0.3 1.29105 1611.62 1606.09 0.661523 0.00342573 8.57277e-06 0.13342 3.62087e-05 0.0772976 3.897e-05 1.65102e-06 2.9266e-05 0.00157772 0.00263749 2.2685e-05 0.000102089 1.1219e-08 6.67452e-07 4.92844e-11 0.000641707 1.45973e-05 1.80657e-06 4.38778e-06 0.11732 3.03142e-05 2.33029e-06 1.24954e-10 6.33225e-05 1.05581e-07 0.00174615 4.96898e-05 4.45924e-06 
0.0507634 1.99599 0.182198 0.3 1.29042 1631.86 1614.55 0.663669 0.00349961 9.32591e-06 0.130051 3.86221e-05 0.0810047 4.42708e-05 1.55675e-06 2.97751e-05 0.001665 0.00276864 2.14236e-05 0.000106224 9.91192e-09 6.16524e-07 4.3882e-11 0.000660059 1.45682e-05 1.83148e-06 4.55454e-06 0.114434 2.69351e-05 2.7254e-06 1.0551e-10 6.94209e-05 1.1793e-07 0.00182186 4.92048e-05 4.43821e-06 
0.0507756 2.02415 0.179664 0.3 1.28989 1652.54 1623.11 0.665918 0.00357381 1.01326e-05 0.126565 4.10995e-05 0.0848051 5.02277e-05 1.46324e-06 3.02162e-05 0.00175464 0.00289846 2.01599e-05 0.000110224 8.74115e-09 5.67713e-07 3.89233e-11 0.000677139 1.44864e-05 1.85139e-06 4.71749e-06 0.11147 2.37822e-05 3.18039e-06 8.85914e-11 7.5964e-05 1.31263e-07 0.00189713 4.8643e-05 4.42073e-06 
0.0507817 2.03846 0.178402 0.3 1.28965 1663.04 1627.43 0.667084 0.0036111 1.0558e-05 0.124774 4.23603e-05 0.086744 5.34827e-05 1.41686e-06 3.04092e-05 0.00180039 0.00296268 1.9528e-05 0.000112166 8.20211e-09 5.4414e-07 3.66051e-11 0.000685162 1.44264e-05 1.85937e-06 4.79706e-06 0.109955 2.22884e-05 3.43363e-06 8.09734e-11 7.9413e-05 1.38314e-07 0.00193454 4.83318e-05 4.41338e-06 
0.0507878 2.05292 0.177146 0.3 1.28944 1673.64 1631.78 0.668276 0.00364842 1.09972e-05 0.122954 4.36313e-05 0.0887047 5.69265e-05 1.37088e-06 3.05822e-05 0.00184664 0.00302618 1.88979e-05 0.000114062 7.6941e-09 5.21199e-07 3.43928e-11 0.000692799 1.43537e-05 1.86597e-06 4.87497e-06 0.108421 2.08534e-05 3.70463e-06 7.39048e-11 8.29744e-05 1.45606e-07 0.00197167 4.80003e-05 4.407e-06 
0.0507908 2.06021 0.176519 0.3 1.28934 1678.97 1633.96 0.668882 0.00366713 1.12225e-05 0.122033 4.42708e-05 0.0896944 5.87244e-05 1.34802e-06 3.06611e-05 0.00186998 0.00305765 1.85833e-05 0.000114993 7.45072e-09 5.09954e-07 3.33241e-11 0.000696471 1.43128e-05 1.86873e-06 4.91327e-06 0.107647 2.01567e-05 3.84731e-06 7.05581e-11 8.47995e-05 1.49346e-07 0.00199014 4.78266e-05 4.40417e-06 
0.0507924 2.06386 0.176206 0.3 1.28929 1681.65 1635.06 0.669188 0.00367649 1.13365e-05 0.121569 4.45916e-05 0.0901915 5.96427e-05 1.33662e-06 3.06986e-05 0.0018817 0.00307332 1.84261e-05 0.000115454 7.33163e-09 5.04388e-07 3.27988e-11 0.00069827 1.42912e-05 1.86998e-06 4.93225e-06 0.107257 1.98135e-05 3.9205e-06 6.89302e-11 8.57231e-05 1.51239e-07 0.00199934 4.77378e-05 4.40284e-06 
0.0507939 2.06753 0.175894 0.3 1.28925 1684.33 1636.15 0.669496 0.00368585 1.14514e-05 0.121103 4.49127e-05 0.09069 6.05737e-05 1.32526e-06 3.07349e-05 0.00189344 0.00308892 1.82691e-05 0.000115911 7.21429e-09 4.98863e-07 3.22798e-11 0.000700042 1.42688e-05 1.87114e-06 4.9511e-06 0.106867 1.94739e-05 3.9949e-06 6.73329e-11 8.66537e-05 1.53147e-07 0.00200852 4.76476e-05 4.40158e-06 
0.0507954 2.0712 0.175582 0.3 1.2892 1687.02 1637.25 0.669806 0.00369521 1.15671e-05 0.120636 4.52344e-05 0.0911897 6.15174e-05 1.31393e-06 3.07697e-05 0.00190522 0.00310446 1.81123e-05 0.000116366 7.09868e-09 4.93379e-07 3.17668e-11 0.000701787 1.42456e-05 1.87221e-06 4.96981e-06 0.106475 1.91378e-05 4.07052e-06 6.57653e-11 8.75912e-05 1.55069e-07 0.00201768 4.75561e-05 4.40037e-06 
0.0507969 2.07489 0.17527 0.3 1.28916 1689.71 1638.35 0.670117 0.00370457 1.16838e-05 0.120167 4.55564e-05 0.0916907 6.24738e-05 1.30262e-06 3.08033e-05 0.00191702 0.00311993 1.79557e-05 0.000116817 6.98477e-09 4.87935e-07 3.12598e-11 0.000703506 1.42217e-05 1.87318e-06 4.98839e-06 0.106082 1.88053e-05 4.14738e-06 6.42266e-11 8.85355e-05 1.57006e-07 0.00202682 4.74632e-05 4.39922e-06 
0.0508 2.08228 0.174648 0.3 1.28908 1695.12 1640.55 0.670743 0.00372328 1.19194e-05 0.119224 4.62013e-05 0.0926957 6.44233e-05 1.28012e-06 3.08663e-05 0.00194069 0.00315067 1.76432e-05 0.000117709 6.76204e-09 4.77177e-07 3.02636e-11 0.000706859 1.41718e-05 1.87486e-06 5.0251e-06 0.105294 1.81512e-05 4.30471e-06 6.12357e-11 9.04432e-05 1.60919e-07 0.002045 4.72737e-05 4.39711e-06 
0.0508015 1.99552 0.174337 0.3 1.28905 1697.83 1640.78 0.671059 0.00373264 1.20386e-05 0.11875 4.65246e-05 0.0932005 6.54177e-05 1.26891e-06 3.08959e-05 0.00195257 0.00316594 1.74871e-05 0.00011815 6.65295e-09 4.71853e-07 2.97734e-11 0.000708496 1.41457e-05 1.87555e-06 5.04326e-06 0.104898 1.7829e-05 4.38531e-06 5.97784e-11 9.14078e-05 1.62897e-07 0.00205405 4.71768e-05 4.39614e-06 
0.0508031 1.99848 0.174079 0.3 1.28902 1700.09 1640.91 0.671323 0.00374043 1.21385e-05 0.118354 4.67939e-05 0.0936214 6.6256e-05 1.2596e-06 3.09193e-05 0.00196248 0.00317858 1.73575e-05 0.000118514 6.56353e-09 4.67459e-07 2.93705e-11 0.000709834 1.41234e-05 1.87605e-06 5.05823e-06 0.104568 1.75639e-05 4.45348e-06 5.85882e-11 9.22161e-05 1.64554e-07 0.00206156 4.7095e-05 4.39539e-06 
0.0508046 2.00144 0.173821 0.3 1.28899 1702.35 1641.04 0.671588 0.00374821 1.22391e-05 0.117957 4.70634e-05 0.0940428 6.7104e-05 1.25034e-06 3.09415e-05 0.00197238 0.00319112 1.72282e-05 0.000118874 6.47561e-09 4.63109e-07 2.8973e-11 0.000711145 1.41006e-05 1.87647e-06 5.07303e-06 0.104237 1.73024e-05 4.52266e-06 5.7422e-11 9.30292e-05 1.66219e-07 0.00206904 4.70122e-05 4.39469e-06 
0.0508076 2.00737 0.173308 0.3 1.28894 1706.87 1641.29 0.67212 0.00376375 1.24424e-05 0.117162 4.76022e-05 0.0948864 6.88285e-05 1.23196e-06 3.09822e-05 0.00199218 0.0032159 1.69713e-05 0.000119583 6.30426e-09 4.54545e-07 2.81947e-11 0.000713684 1.40532e-05 1.87706e-06 5.10215e-06 0.103575 1.67901e-05 4.66403e-06 5.51605e-11 9.46689e-05 1.69572e-07 0.00208389 4.68436e-05 4.39344e-06 
0.0508092 2.01033 0.173053 0.3 1.28891 1709.13 1641.42 0.672388 0.00377152 1.25451e-05 0.116764 4.78719e-05 0.0953091 6.97059e-05 1.22283e-06 3.10007e-05 0.00200209 0.00322814 1.68434e-05 0.000119933 6.22063e-09 4.50324e-07 2.7813e-11 0.000714913 1.40286e-05 1.87724e-06 5.11646e-06 0.103243 1.6539e-05 4.73631e-06 5.4062e-11 9.54964e-05 1.7126e-07 0.00209127 4.67577e-05 4.39289e-06 
0.0508122 2.01627 0.172543 0.3 1.28886 1713.66 1641.68 0.672925 0.00378704 1.27525e-05 0.115965 4.84112e-05 0.0961553 7.14889e-05 1.20471e-06 3.10342e-05 0.00202189 0.00325232 1.65892e-05 0.000120619 6.05763e-09 4.42016e-07 2.70651e-11 0.000717289 1.39779e-05 1.87733e-06 5.14456e-06 0.102578 1.60473e-05 4.88392e-06 5.19303e-11 9.71642e-05 1.74658e-07 0.00210592 4.65828e-05 4.39195e-06 
0.0508183 2.02815 0.171532 0.3 1.28878 1722.71 1642.19 0.674007 0.00381797 1.3175e-05 0.114361 4.94891e-05 0.09785 7.51676e-05 1.16902e-06 3.10865e-05 0.00206142 0.00329934 1.60868e-05 0.000121946 5.74785e-09 4.25925e-07 2.56281e-11 0.000721703 1.38702e-05 1.87655e-06 5.19862e-06 0.101246 1.51048e-05 5.19146e-06 4.79145e-11 0.00010055 1.81531e-07 0.00213476 4.62208e-05 4.39064e-06 
0.0508244 2.04005 0.170532 0.3 1.2887 1731.77 1642.7 0.675101 0.0038488 1.36083e-05 0.112748 5.05668e-05 0.0995501 7.90039e-05 1.134e-06 3.11195e-05 0.00210087 0.0033446 1.55919e-05 0.000123212 5.45756e-09 4.10487e-07 2.42636e-11 0.000725672 1.37545e-05 1.87446e-06 5.24975e-06 0.0999084 1.42131e-05 5.51633e-06 4.41942e-11 0.000104007 1.88508e-07 0.00216302 4.58422e-05 4.39e-06 
0.0508366 2.06387 0.168564 0.3 1.28859 1749.88 1643.73 0.677317 0.00390999 1.45042e-05 0.109505 5.27115e-05 0.102955 8.71388e-05 1.06617e-06 3.11273e-05 0.00217925 0.00342929 1.46276e-05 0.000125551 4.93261e-09 3.81591e-07 2.17414e-11 0.00073224 1.35003e-05 1.86642e-06 5.34259e-06 0.0972266 1.25791e-05 6.21784e-06 3.75828e-11 0.000111101 2.02699e-07 0.00221752 4.5037e-05 4.39041e-06 
0.0508488 2.08767 0.166642 0.3 1.28853 1767.93 1644.76 0.679574 0.00397066 1.54412e-05 0.106237 5.48349e-05 0.106371 9.59292e-05 1.00107e-06 3.10576e-05 0.00225685 0.00350589 1.36959e-05 0.000127631 4.47036e-09 3.5509e-07 1.94706e-11 0.000736981 1.32182e-05 1.85333e-06 5.42202e-06 0.0945329 1.1121e-05 6.99415e-06 3.191e-11 0.000118432 2.17157e-07 0.00226923 4.41678e-05 4.39178e-06 
0.0508732 2.13507 0.162942 0.3 1.28854 1803.78 1646.84 0.68417 0.00408961 1.74242e-05 0.0996781 5.89499e-05 0.113181 0.000115465 8.7971e-07 3.06873e-05 0.002408 0.0036322 1.19437e-05 0.000130958 3.71287e-09 3.0908e-07 1.55959e-11 0.000740858 1.25807e-05 1.81259e-06 5.5372e-06 0.0891521 8.69649e-06 8.77559e-06 2.297e-11 0.000133637 2.46328e-07 0.00236279 4.22519e-05 4.39382e-06 
0.0508977 2.18183 0.15945 0.3 1.28872 1838.97 1648.92 0.688861 0.00420546 1.95519e-05 0.0931118 6.28082e-05 0.11995 0.000137719 7.69466e-07 3.00158e-05 0.00255205 0.00372035 1.03377e-05 0.000133137 3.1253e-09 2.71011e-07 1.24765e-11 0.000737362 1.1862e-05 1.75417e-06 5.58858e-06 0.0837945 6.79271e-06 1.08921e-05 1.64744e-11 0.000149361 2.75106e-07 0.00244151 4.01147e-05 4.38296e-06 
0.0509221 2.22756 0.156177 0.3 1.28905 1873.22 1651 0.693602 0.00431755 2.18066e-05 0.0865988 6.62976e-05 0.126623 0.000162653 6.7019e-07 2.90592e-05 0.00268627 0.00376751 8.88442e-06 0.000134116 2.66971e-09 2.39853e-07 9.97474e-12 0.000726601 1.10804e-05 1.68019e-06 5.5721e-06 0.0785067 5.31192e-06 1.33591e-05 1.17931e-11 0.000165246 3.02326e-07 0.00250318 3.7785e-05 4.34932e-06 
0.0509465 2.27186 0.153132 0.3 1.28951 1906.23 1653.08 0.698348 0.00442527 2.41643e-05 0.0801986 6.93107e-05 0.133147 0.0001901 5.81442e-07 2.78486e-05 0.00280801 0.00377254 7.5851e-06 0.000133888 2.31409e-09 2.1449e-07 7.9733e-12 0.00070897 1.02558e-05 1.59333e-06 5.4875e-06 0.073334 4.16375e-06 1.61761e-05 8.43093e-12 0.000180881 3.26785e-07 0.00254614 3.53016e-05 4.28528e-06 
0.0509953 2.35507 0.147721 0.3 1.29078 1967.82 1657.22 0.707649 0.0046246 2.90598e-05 0.0679898 7.35812e-05 0.145513 0.000251221 4.33799e-07 2.48329e-05 0.00300563 0.00365942 5.44996e-06 0.000129993 1.81829e-09 1.77647e-07 5.10977e-12 0.000655608 8.55474e-06 1.39186e-06 5.12937e-06 0.0635307 2.62279e-06 2.27547e-05 4.33119e-12 0.000209811 3.6299e-07 0.00257315 3.00571e-05 4.05608e-06 
0.0510441 2.4291 0.143219 0.3 1.29236 2022.02 1661.29 0.716466 0.00480213 3.39759e-05 0.0567871 7.51211e-05 0.156806 0.000317407 3.20544e-07 2.13671e-05 0.00313376 0.00341599 3.84551e-06 0.000122321 1.49134e-09 1.52575e-07 3.28858e-12 0.00058532 6.91141e-06 1.17614e-06 4.57551e-06 0.0545996 1.68883e-06 3.0223e-05 2.23647e-12 0.000232913 3.77878e-07 0.00252325 2.47871e-05 3.69142e-06 
0.051093 2.49242 0.139581 0.3 1.29408 2067.83 1665.26 0.724544 0.00495691 3.86027e-05 0.046834 7.38314e-05 0.16682 0.000383393 2.35853e-07 1.78348e-05 0.00318738 0.00308387 2.68634e-06 0.000111988 1.25805e-09 1.34114e-07 2.13563e-12 0.000506494 5.43593e-06 9.66609e-07 3.91135e-06 0.0467113 1.11845e-06 3.78829e-05 1.17081e-12 0.000247786 3.69969e-07 0.00240676 1.98526e-05 3.23157e-06 
0.0511418 2.54437 0.136731 0.3 1.2958 2104.91 1669.1 0.73172 0.00508971 4.26551e-05 0.0382443 7.00331e-05 0.175468 0.000443568 1.73787e-07 1.45397e-05 0.00317014 0.00270918 1.87335e-06 0.000100217 1.07565e-09 1.18811e-07 1.40575e-12 0.000427112 4.19041e-06 7.77887e-07 3.2254e-06 0.0399306 7.62407e-07 4.49041e-05 6.25701e-13 0.000253445 3.42923e-07 0.00224148 1.55188e-05 2.73375e-06 
0.0511906 2.58517 0.134573 0.3 1.29741 2133.52 1672.78 0.73793 0.00520261 4.59234e-05 0.0310133 6.43604e-05 0.182771 0.000493258 1.28908e-07 1.1659e-05 0.00309264 0.00233172 1.31407e-06 8.80797e-05 9.2226e-10 1.04852e-07 9.41623e-13 0.000353172 3.18946e-06 6.17561e-07 2.58588e-06 0.0342303 5.34311e-07 5.05571e-05 3.43328e-13 0.000250412 3.03514e-07 0.00204769 1.19133e-05 2.25028e-06 
0.0512395 2.61563 0.133006 0.3 1.29882 2154.37 1676.28 0.743193 0.00529828 4.82994e-05 0.0250479 5.75764e-05 0.188828 0.0005296 9.66493e-08 9.25436e-06 0.00296928 0.00197923 9.32653e-07 7.63703e-05 7.87996e-10 9.1603e-08 6.4369e-13 0.00028817 2.41417e-06 4.87181e-07 2.03194e-06 0.0295187 3.84404e-07 5.43899e-05 1.94203e-13 0.000240317 2.58961e-07 0.00184385 9.04027e-06 1.81647e-06 
0.0512883 2.63697 0.131929 0.3 1.29999 2168.43 1679.6 0.747586 0.00537955 4.9774e-05 0.0202021 5.03968e-05 0.193784 0.000551752 7.34402e-08 7.30988e-06 0.0028152 0.00166684 6.7237e-07 6.55878e-05 6.69194e-10 7.90759e-08 4.49727e-13 0.000233395 1.82876e-06 3.84368e-07 1.57681e-06 0.0256692 2.83548e-07 5.62845e-05 1.13475e-13 0.000225293 2.15e-07 0.00164409 6.8234e-06 1.44885e-06 
0.0513371 2.65058 0.131252 0.3 1.3009 2176.75 1682.73 0.751214 0.00544897 5.04162e-05 0.0163089 4.33788e-05 0.197802 0.000560558 5.66364e-08 5.76953e-06 0.00264392 0.00139974 4.93314e-07 5.59839e-05 5.64806e-10 6.75152e-08 3.212e-13 0.000188596 1.39348e-06 3.04876e-07 1.2164e-06 0.0225455 2.14233e-07 5.64032e-05 6.85128e-14 0.000207443 1.75191e-07 0.00145754 5.15032e-06 1.14951e-06 
0.0513859 2.65781 0.130895 0.3 1.30159 2180.37 1685.66 0.754194 0.00550871 5.03429e-05 0.0132031 3.68869e-05 0.201043 0.000557948 4.43475e-08 4.56421e-06 0.00246626 0.00117668 3.6852e-07 4.76301e-05 4.74412e-10 5.71516e-08 2.3433e-13 0.000152672 1.07213e-06 2.44063e-07 9.37808e-07 0.0200179 1.65653e-07 5.50787e-05 4.27028e-14 0.000188504 1.41136e-07 0.00128903 3.90453e-06 9.12119e-07 
0.0514348 2.65992 0.130791 0.3 1.30207 2180.23 1688.39 0.756635 0.00556054 4.96919e-05 0.0107343 3.11118e-05 0.203651 0.000546325 3.52493e-08 3.62692e-06 0.00229008 0.000993077 2.80155e-07 4.04835e-05 3.97373e-10 4.81051e-08 1.74396e-13 0.0001242 8.35016e-07 1.97699e-07 7.25548e-07 0.0179718 1.30968e-07 5.27042e-05 2.74291e-14 0.000169739 1.13082e-07 0.00114015 2.98271e-06 7.26795e-07 
0.0514836 2.65799 0.130886 0.3 1.30238 2177.14 1690.92 0.758635 0.00560581 4.86008e-05 0.00877382 2.61145e-05 0.205751 0.000528111 2.84228e-08 2.89941e-06 0.00212058 0.000843098 2.16512e-07 3.4438e-05 3.32626e-10 4.03771e-08 1.32198e-13 0.000101756 6.59302e-07 1.6228e-07 5.64933e-07 0.016311 1.05763e-07 4.96543e-05 1.81193e-14 0.000151953 9.05251e-08 0.0010105 2.30107e-06 5.83229e-07 
0.0515324 2.65292 0.131136 0.3 1.30257 2171.76 1693.25 0.76028 0.00564562 4.71942e-05 0.007215 2.18726e-05 0.207447 0.000505468 2.32302e-08 2.33405e-06 0.00196089 0.000720911 1.69889e-07 2.93599e-05 2.78793e-10 3.38809e-08 1.01908e-13 8.40776e-05 5.28065e-07 1.35062e-07 4.43552e-07 0.014957 8.713e-08 4.62419e-05 1.22833e-14 0.000135591 7.2649e-08 0.000898551 1.79521e-06 4.72207e-07 
0.0515812 2.64545 0.131506 0.3 1.30266 2164.65 1695.4 0.761636 0.0056808 4.55777e-05 0.00597197 1.83181e-05 0.20882 0.000480177 1.92269e-08 1.89321e-06 0.00181257 0.000621277 1.3517e-07 2.51108e-05 2.34364e-10 2.8481e-08 7.97694e-14 7.01137e-05 4.29047e-07 1.13969e-07 3.51566e-07 0.0138469 7.31274e-08 4.27051e-05 8.52771e-15 0.000120836 5.85881e-08 0.00080229 1.41731e-06 3.86133e-07 
0.0516301 2.63619 0.131968 0.3 1.30267 2156.25 1697.37 0.762761 0.00571202 4.38361e-05 0.00497669 1.53639e-05 0.209939 0.000453618 1.61004e-08 1.5478e-06 0.00167614 0.000539757 1.08917e-07 2.15605e-05 1.9785e-10 2.40237e-08 6.33172e-14 5.90268e-05 3.53472e-07 9.74557e-08 2.81467e-07 0.012931 6.24374e-08 3.92107e-05 6.05124e-15 0.000107707 4.75548e-08 0.000719616 1.13253e-06 3.19034e-07 
0.0516789 2.62558 0.132501 0.3 1.30263 2146.91 1699.15 0.7637 0.00573985 4.2035e-05 0.00417582 1.292e-05 0.210856 0.000426806 1.36284e-08 1.27556e-06 0.00155148 0.000472719 8.87794e-08 1.85927e-05 1.67891e-10 2.03578e-08 5.09019e-14 5.01642e-05 2.95081e-07 8.43866e-08 2.27649e-07 0.0121705 5.41532e-08 3.58663e-05 4.38102e-15 9.61239e-05 3.88872e-08 0.00064854 9.15788e-07 2.66339e-07 
0.0517277 2.61401 0.133088 0.3 1.30256 2136.89 1700.77 0.764487 0.00576471 4.02233e-05 0.00352782 1.09022e-05 0.211611 0.000400455 1.16512e-08 1.05962e-06 0.00143801 0.000417251 7.31298e-08 1.61074e-05 1.43298e-10 1.73458e-08 4.14003e-14 4.30241e-05 2.494e-07 7.39258e-08 1.85977e-07 0.0115346 4.76422e-08 3.27347e-05 3.23084e-15 8.59563e-05 3.20532e-08 0.00058728 7.49053e-07 2.24599e-07 
0.0517766 2.60177 0.133714 0.3 1.30247 2126.41 1702.23 0.765152 0.00578701 3.84361e-05 0.00300041 9.23629e-06 0.212237 0.00037504 1.00526e-08 8.87151e-07 0.00133497 0.000371046 6.08204e-08 1.40204e-05 1.23066e-10 1.48685e-08 3.40341e-14 3.72236e-05 2.1322e-07 6.54585e-08 1.53413e-07 0.0109994 4.24569e-08 2.98464e-05 2.42339e-15 7.70549e-05 2.66365e-08 0.000534297 6.19382e-07 1.91232e-07 
0.0518254 2.58909 0.134369 0.3 1.30237 2115.65 1703.54 0.765718 0.00580704 3.66975e-05 0.00256853 7.85897e-06 0.21276 0.000350854 8.74692e-09 7.48438e-07 0.00124152 0.000332283 5.10305e-08 1.22619e-05 1.06366e-10 1.28258e-08 2.82551e-14 3.24707e-05 1.8422e-07 5.85296e-08 1.27727e-07 0.0105459 3.82762e-08 2.72104e-05 1.84636e-15 6.92688e-05 2.23157e-08 0.000488282 5.17435e-07 1.64307e-07 
0.0518742 2.57613 0.135045 0.3 1.30226 2104.73 1704.69 0.766201 0.00582509 3.50235e-05 0.0022127 6.71747e-06 0.2132 0.000328062 7.67042e-09 6.36088e-07 0.00115676 0.00029953 4.3165e-08 1.07741e-05 9.2523e-11 1.11355e-08 2.36712e-14 2.85429e-05 1.60707e-07 5.28001e-08 1.07276e-07 0.0101593 3.48669e-08 2.48219e-05 1.42715e-15 6.24556e-05 1.88451e-08 0.00044814 4.36429e-07 1.42375e-07 
0.051923 2.56303 0.135735 0.3 1.30214 2093.74 1705.71 0.766616 0.00584139 3.34238e-05 0.00191771 5.76841e-06 0.213571 0.000306733 6.77501e-09 5.44454e-07 0.00107985 0.000271658 3.6786e-08 9.5103e-06 8.09921e-11 9.73054e-09 1.99981e-14 2.52696e-05 1.41436e-07 4.80152e-08 9.0843e-08 0.00982773 3.20571e-08 2.26677e-05 1.11789e-15 5.64859e-05 1.60369e-08 0.000412959 3.714e-07 1.24346e-07 
0.0519719 2.54991 0.136433 0.3 1.30203 2082.78 1706.6 0.766975 0.00585614 3.19035e-05 0.00167169 4.97646e-06 0.213887 0.000286875 6.02408e-09 4.692e-07 0.00100999 0.000247775 3.15678e-08 8.43191e-06 7.13365e-11 8.55704e-09 1.7027e-14 2.25197e-05 1.25478e-07 4.39814e-08 7.75226e-08 0.00954164 2.97188e-08 2.07306e-05 8.86489e-16 5.12451e-05 1.37479e-08 0.00038198 3.18687e-07 1.09395e-07 
0.0520207 2.53684 0.137136 0.3 1.30192 2071.89 1707.36 0.767288 0.00586952 3.04644e-05 0.00146529 4.31298e-06 0.214158 0.000268453 5.38945e-09 4.06986e-07 0.000946459 0.000227173 2.72647e-08 7.5077e-06 6.32066e-11 7.57171e-09 1.46026e-14 2.01914e-05 1.12137e-07 4.0551e-08 6.66335e-08 0.00929347 2.77554e-08 1.89915e-05 7.11046e-16 4.66335e-05 1.18682e-08 0.000354577 2.7556e-07 9.68915e-08 
0.0520695 2.52389 0.13784 0.3 1.30182 2061.13 1708.01 0.767561 0.00588168 2.91062e-05 0.00129114 3.75478e-06 0.214391 0.000251405 4.84923e-09 3.55216e-07 0.000888586 0.000209287 2.36898e-08 6.71211e-06 5.63228e-11 6.73986e-09 1.2608e-14 1.82057e-05 1.00883e-07 3.76096e-08 5.76604e-08 0.00907705 2.6093e-08 1.74311e-05 5.76386e-16 4.25646e-05 1.03136e-08 0.000330227 2.39966e-07 8.63519e-08 
0.0521184 2.51111 0.138542 0.3 1.30172 2050.53 1708.54 0.767801 0.00589276 2.7827e-05 0.00114337 3.28315e-06 0.214593 0.000235655 4.38626e-09 3.11866e-07 0.00083578 0.000193664 2.06994e-08 6.02424e-06 5.04613e-11 6.03369e-09 1.09544e-14 1.65002e-05 9.13104e-08 3.50679e-08 5.02098e-08 0.0088874 2.46747e-08 1.60307e-05 4.71838e-16 3.89646e-05 9.01884e-09 0.000308496 2.10349e-07 7.74008e-08 
0.0521672 2.49853 0.139239 0.3 1.30163 2040.11 1708.98 0.768012 0.00590287 2.66237e-05 0.00101731 2.88294e-06 0.214768 0.000221118 3.98696e-09 2.75346e-07 0.00078751 0.000179938 1.81815e-08 5.42698e-06 4.54424e-11 5.4309e-09 9.57377e-15 1.50258e-05 8.31037e-08 3.28558e-08 4.39791e-08 0.00872043 2.3456e-08 1.47731e-05 3.89798e-16 3.577e-05 7.93317e-09 0.000289022 1.85515e-07 6.97451e-08 
0.052216 2.48618 0.139931 0.3 1.30155 2029.9 1709.31 0.7682 0.00591212 2.54929e-05 0.000909232 2.54187e-06 0.214921 0.000207708 3.64053e-09 2.44401e-07 0.000743304 0.000167812 1.60488e-08 4.90623e-06 4.11212e-11 4.91352e-09 8.41323e-15 1.37433e-05 7.6017e-08 3.09176e-08 3.87332e-08 0.00857278 2.24019e-08 1.36425e-05 3.24773e-16 3.29269e-05 7.01697e-09 0.000271502 1.64541e-07 6.31538e-08 
0.0522648 2.47407 0.140616 0.3 1.30147 2019.91 1709.55 0.768367 0.0059206 2.44306e-05 0.000816098 2.24997e-06 0.215056 0.000195337 3.33827e-09 2.18032e-07 0.000702743 0.000157045 1.42321e-08 4.45037e-06 3.73811e-11 4.46706e-09 7.43155e-15 1.26212e-05 6.98563e-08 2.92086e-08 3.42884e-08 0.00844167 2.14846e-08 1.26244e-05 2.72751e-16 3.03891e-05 6.23901e-09 0.00025568 1.46707e-07 5.74439e-08 
0.0523137 2.46223 0.141292 0.3 1.30139 2010.14 1709.7 0.768516 0.00592838 2.34328e-05 0.000735464 1.99911e-06 0.215175 0.000183923 3.07316e-09 1.95441e-07 0.000665458 0.000147436 1.26762e-08 4.04977e-06 3.4127e-11 4.07977e-09 6.59623e-15 1.16341e-05 6.44667e-08 2.76928e-08 3.04997e-08 0.00832479 2.06817e-08 1.17064e-05 2.30765e-16 2.81171e-05 5.57456e-09 0.000241341 1.31448e-07 5.24687e-08 
0.0523625 2.45066 0.141959 0.3 1.30132 2000.61 1709.77 0.76865 0.00593554 2.24955e-05 0.000665336 1.78265e-06 0.215281 0.000173387 2.83946e-09 1.75988e-07 0.000631118 0.000138822 1.13371e-08 3.69641e-06 3.12816e-11 3.7421e-09 5.88146e-15 1.07613e-05 5.97242e-08 2.6341e-08 2.72522e-08 0.0082202 1.99752e-08 1.08769e-05 1.966e-16 2.60774e-05 5.00389e-09 0.000228303 1.18314e-07 4.81102e-08 
