# x u T N2 H2 H O2 O H2O OH H2O2 HO2 NO N2O NO2 HNO HNO2 HONO HONO2 N2H2 H2NN NH2OH HNOH NH3 N2H4 N NO3 NH NNH NH2 H2NO N2H3
2.207031250000000226e-03 1.212274837013857520e-01 1.244094432739919966e+03 7.217859736617499022e-01 5.463278164595964260e-04 2.538669661578235084e-07 8.012115586083097540e-02 1.697129293757414618e-06 1.497729095510033082e-01 2.552160012400158371e-06 9.801646840452412549e-07 8.482268549927207398e-06 1.853371188104657968e-04 1.864853587377600635e-03 1.639909197905102024e-05 8.091662036552819333e-06 1.842390222096877243e-08 5.421806520756274271e-07 2.041240129772707037e-10 8.291512630380019737e-05 1.464853701540000044e-06 9.287382062525031627e-07 1.211894202170170961e-06 4.541047587801943369e-02 3.008044088431525856e-05 8.381417463197151141e-09 2.388981529327224381e-10 1.544127301156630580e-06 5.468120341575539390e-10 1.284945574157695953e-04 2.609265616287543150e-05 1.207868879199742848e-06
2.226562500000000243e-03 1.221320583666654636e-01 1.253066776438334045e+03 7.225134920195118715e-01 5.481193635939074927e-04 2.728873136899784780e-07 7.902844132415719203e-02 1.814294089720718933e-06 1.508342619325028500e-01 2.830239782671911553e-06 9.174031438753563148e-07 8.547117551130199668e-06 1.906084286542834708e-04 1.884341380428138524e-03 1.618735835335130546e-05 8.466912476294831980e-06 1.688510479523306299e-08 5.019564385731674744e-07 1.940829761196026417e-10 8.530120084806848478e-05 1.529944439382205733e-06 9.284903689985506073e-07 1.235053615918232018e-06 4.467918028090669957e-02 2.929614751570358311e-05 9.783614646772647846e-09 2.282099613439712733e-10 1.694896492834041205e-06 6.001580633486225054e-10 1.350510712163790583e-04 2.573992806340855160e-05 1.212736352617701735e-06
2.246093750000000260e-03 1.230363861541655529e-01 1.262032340452544986e+03 7.232442924865775113e-01 5.499197215588495129e-04 2.930053751031036621e-07 7.793339066300347673e-02 1.936613841489246586e-06 1.518954088210531794e-01 3.134141480773523088e-06 8.578441962891527868e-07 8.611920169936133484e-06 1.960275405564020339e-04 1.903738129226492009e-03 1.595911151897134506e-05 8.854613405277894701e-06 1.547613053493215423e-08 4.649288984699907305e-07 1.844565485393843922e-10 8.775743518251432620e-05 1.593746522834546064e-06 9.279526296486803324e-07 1.257543692260309023e-06 4.394685394685042545e-02 2.848041560153794410e-05 1.139367406411502533e-08 2.172701048477522309e-10 1.857041813825834806e-06 6.580459518420854900e-10 1.417548113284147553e-04 2.538422503238659447e-05 1.215472191883475770e-06
2.265625000000000278e-03 1.239403360113646435e-01 1.270989836263302095e+03 7.239782549233468867e-01 5.517287343658185085e-04 3.142581633150354980e-07 7.683619306931693815e-02 2.064104036664025646e-06 1.529561911558707799e-01 3.465733800195627678e-06 8.015575892656931405e-07 8.676599606746945541e-06 2.015961798306683812e-04 1.923027571514298890e-03 1.571462351495101707e-05 9.254515919547419515e-06 1.418791906689377854e-08 4.309248717873849774e-07 1.752202867152893262e-10 9.027987365635562801e-05 1.655882074590713241e-06 9.271204689006627423e-07 1.279346075635331601e-06 4.321361137374059996e-02 2.763636747362214005e-05 1.323798101460333742e-08 2.061799844959252242e-10 2.031084568642617904e-06 7.207583819299296441e-10 1.485943918602449030e-04 2.502607840078733786e-05 1.216065397655514392e-06
2.285156250000000295e-03 1.248437714038121149e-01 1.279937924209347557e+03 7.247152510970887862e-01 5.535461427757427553e-04 3.366820659068167918e-07 7.573704815522923350e-02 2.196765704788455514e-06 1.540164414713936780e-01 3.826968124677756742e-06 7.485737015610564304e-07 8.741053247157124152e-06 2.073158986649277274e-04 1.942192643477531813e-03 1.545431842141122879e-05 9.666307824991012137e-06 1.301136498214861062e-08 3.997589865625819743e-07 1.663538229669835408e-10 9.286381762807475082e-05 1.715980115374335766e-06 9.259880881943586925e-07 1.300442203128061390e-06 4.247957570062031729e-02 2.676735189933149888e-05 1.534561552105996091e-08 1.950363042439865295e-10 2.217540053163867706e-06 7.885797807584994263e-10 1.555574145501279913e-04 2.466596364294654478e-05 1.214523242965343340e-06
2.304687500000000312e-03 1.257465502192679219e-01 1.288875212663043158e+03 7.254551444004140315e-01 5.553715746682739377e-04 3.603127365078163693e-07 7.463616611434235881e-02 2.334585135190405413e-06 1.550759837944618857e-01 4.219878146523514811e-06 6.988852387673817979e-07 8.805153836937212132e-06 2.131880693125018703e-04 1.961215472834527702e-03 1.517876796925482352e-05 1.008961353464459726e-05 1.193749155828568619e-08 3.712379296382157537e-07 1.578401705668856686e-10 9.550381841057224610e-05 1.773681459659035080e-06 9.245483851400708426e-07 1.320812972091129907e-06 4.174487894605955624e-02 2.587690893940020769e-05 1.774854460007056784e-08 1.839295064293291922e-10 2.416914741136895030e-06 8.617938542138911665e-10 1.626305146210007678e-04 2.430430076268547113e-05 1.210871300984817249e-06
2.324218750000000330e-03 1.266485246807499687e-01 1.297800257287398153e+03 7.261977895847419040e-01 5.572045354449416945e-04 3.851849957140868111e-07 7.353376785053487852e-02 2.477533705446723665e-06 1.561346335691918275e-01 4.646579300669014987e-06 6.524497958347020467e-07 8.868750816367459831e-06 2.192138787700803073e-04 1.980077374970163218e-03 1.488868443268906101e-05 1.052399469795855848e-05 1.095759887339707652e-08 3.451645922895457025e-07 1.496651279670217991e-10 9.819367859405390075e-05 1.828643410704854950e-06 9.227929656908047896e-07 1.340438439527550655e-06 4.100966221871477080e-02 2.496873111305639970e-05 2.048181993031888743e-08 1.729425071980158514e-10 2.629703404001567073e-06 9.406808571358292341e-10 1.697994160801077511e-04 2.394145529687700930e-05 1.205153141447721155e-06
2.343750000000000347e-03 1.275495412700354825e-01 1.306711560389391934e+03 7.269430325114931701e-01 5.590443985688663565e-04 4.113327429702078550e-07 7.243008507177806088e-02 2.625567823614624222e-06 1.571921976113599129e-01 5.109268046634656234e-06 6.091931729257631075e-07 8.931671796870387488e-06 2.253943251034525312e-04 1.998758852432367100e-03 1.458491101028497727e-05 1.096895156855434918e-05 1.006338377548003277e-08 3.213419603237740629e-07 1.418167620518836498e-10 1.009264621001883575e-04 1.880544138676486945e-06 9.207121946409538629e-07 1.359297556584736150e-06 4.027407589708472541e-02 2.404662163321766237e-05 2.358378049731200294e-08 1.621497517742075222e-10 2.856386184375306479e-06 1.025514616495388993e-09 1.770489958842412731e-04 2.357773985698957860e-05 1.197429694637472653e-06
2.363281250000000364e-03 1.284494406632824548e-01 1.315607570385778672e+03 7.276907099237948096e-01 5.608903963482392546e-04 4.387888805431871817e-07 7.132536034659929525e-02 2.778628984993068270e-06 1.582484740939412993e-01 5.610221033791662028e-06 5.690133009466614299e-07 8.993724163713042978e-06 2.317302155676207256e-04 2.017239598117835740e-03 1.426840996619190081e-05 1.142392510198447368e-05 9.247030789620731144e-09 2.995766358762565989e-07 1.342849570508467527e-10 1.036945131686669300e-04 1.929086635837660310e-06 9.182952851154319625e-07 1.377367940892244916e-06 3.953827977565946283e-02 2.311445056996444536e-05 2.709625976671988029e-08 1.516165919978777771e-10 3.097425642850840608e-06 1.116559330025321273e-09 1.843633562139300670e-04 2.321341613359070334e-05 1.187778291420825457e-06
2.382812500000000382e-03 1.293480576805283444e-01 1.324486681398615247e+03 7.284406492414277068e-01 5.627416110738282145e-04 4.675852503595950741e-07 7.021984712100881598e-02 2.936643941683899926e-06 1.593032525652467168e-01 6.151794187392175724e-06 5.317846105569750990e-07 9.054696789292993774e-06 2.382221666490444824e-04 2.035498502479671321e-03 1.394024885898752008e-05 1.188829976030933827e-05 8.501274552064202906e-09 2.796819008108249197e-07 1.270610201921508955e-10 1.064894843164778895e-04 1.974002157280331229e-06 9.155304267296712416e-07 1.394625688986808594e-06 3.880244317488477923e-02 2.217610987025373271e-05 3.106479689748883552e-08 1.413989728889761730e-10 3.353263796371316060e-06 1.214066168381006563e-09 1.917259039361252093e-04 2.284869729542992207e-05 1.176291397435923063e-06
2.402343750000000399e-03 1.302452212508961593e-01 1.333347232998573190e+03 7.291926683817133714e-01 5.645969666222180319e-04 4.977525840760593997e-07 6.911380969392276474e-02 3.099524980716948714e-06 1.603563140008877064e-01 6.736421753387398167e-06 4.973626653912074414e-07 9.114361842224510954e-06 2.448706061355528335e-04 2.053513665090547172e-03 1.360158522945724535e-05 1.236140698643085651e-05 7.819435661998398193e-09 2.614802578163064718e-07 1.201373380079622721e-10 1.093023731454460112e-04 2.015053073677489467e-06 9.124049510793487801e-07 1.411045230700722280e-06 3.806674501263467014e-02 2.123546820243668939e-05 3.553885144133596924e-08 1.315434020919167021e-10 3.624319164380067736e-06 1.318269714053477398e-09 1.991194361909704033e-04 2.248375072268683314e-05 1.163075068842503980e-06
2.421875000000000416e-03 1.311407543953790333e-01 1.342187510114547649e+03 7.299465756089614787e-01 5.664552206362582836e-04 5.293204663236975325e-07 6.800752314936046872e-02 3.267170304092403344e-06 1.614074308905671939e-01 7.366615339070652465e-06 4.655888773889090151e-07 9.172476678140147692e-06 2.516757772942676660e-04 2.071262410889102620e-03 1.325365014889474954e-05 1.284252929854880921e-05 7.195432870105235161e-09 2.448054131849518841e-07 1.135070789215872503e-10 1.121235677096430188e-04 2.052035083271457014e-06 9.089055321892093156e-07 1.426599227121381176e-06 3.733137383518604635e-02 2.029632660343635327e-05 4.057202087749327181e-08 1.220871664978613159e-10 3.910983836254960872e-06 1.429384274792302598e-09 2.065262309199821726e-04 2.211870102242884112e-05 1.148247165621023343e-06
2.441406250000000434e-03 1.320344742290664175e-01 1.351005743128165022e+03 7.307021694149755664e-01 5.683149573922738514e-04 5.623173106271997384e-07 6.690127324396175079e-02 3.439464501887466632e-06 1.624563673604377256e-01 8.044962984037339363e-06 4.362951295126956178e-07 9.228785798845210125e-06 2.586377452103642122e-04 2.088721311424169853e-03 1.289773104546506942e-05 1.333090494426030240e-05 6.623775238326678911e-09 2.295036930169827058e-07 1.071639387399749090e-10 1.149428999958762170e-04 2.084778752703086405e-06 9.050184185457011009e-07 1.441258513531211454e-06 3.659652780601069244e-02 1.936237588361427526e-05 4.622226018992187176e-08 1.130587543302294350e-10 4.213620570325665173e-06 1.547600113091319724e-09 2.139281410654633221e-04 2.175363328251176100e-05 1.131935365893602797e-06
2.460937500000000451e-03 1.329261919846422280e-01 1.359800108171447846e+03 7.314592384330018682e-01 5.701745814600378938e-04 5.967703470697374444e-07 6.579535624866769683e-02 3.616279107680268806e-06 1.635028793315157769e-01 8.774128291910924445e-06 4.093081479139203915e-07 9.283022867223747078e-06 2.657564053103031367e-04 2.105866211390193619e-03 1.253515422759507192e-05 1.382573304506694604e-05 6.099538298452264927e-09 2.154349104807907645e-07 1.011019261905787737e-10 1.177497069222543501e-04 2.113150379247016875e-06 9.007296923917302262e-07 1.454992088568086295e-06 3.586241465103965492e-02 1.843715669005976799e-05 5.255210249690430064e-08 1.044784383586237027e-10 4.532559931157069599e-06 1.673079636249638816e-09 2.213066911183272521e-04 2.138859652745165097e-05 1.114275030799995639e-06
2.480468750000000468e-03 1.338157130589122945e-01 1.368568727645104900e+03 7.322175613873594946e-01 5.720323122564327208e-04 6.327056203774044756e-07 6.469007874371837663e-02 3.797473224060841449e-06 1.645467147143902242e-01 9.556849647936462600e-06 3.844534902479809512e-07 9.334912766085793549e-06 2.730314940629734980e-04 2.122672260717430211e-03 1.216726751073660404e-05 1.432617915567122960e-05 5.618328326135557121e-09 2.024727242783841219e-07 9.531518585673279613e-11 1.205328981261037923e-04 2.137052189427689740e-06 8.960255511072864819e-07 1.467767150666969629e-06 3.512925155939961019e-02 1.752402304535594771e-05 5.962887947672774041e-08 9.635897625313760521e-11 4.868097467901859959e-06 1.805953593594948263e-09 2.286431746764130632e-04 2.102360734571020456e-05 1.095406973819094748e-06
2.500000000000000486e-03 1.347028370839725708e-01 1.377309670973666016e+03 7.329769070807982123e-01 5.738861795871751147e-04 6.701479967546091443e-07 6.358575736644063447e-02 3.982894205016620969e-06 1.655876136402006649e-01 1.039593954112559554e-05 3.615590472408658361e-07 9.384173689933460413e-06 2.804626018216000815e-04 2.139113952441841753e-03 1.179542332828333135e-05 1.483138115863893860e-05 5.176238672337210375e-09 1.905045464866626393e-07 8.979785589307882076e-11 1.232810296971080142e-04 2.156421909798279397e-06 8.908926047683322326e-07 1.479549182606262649e-06 3.439726503895729204e-02 1.662611006927438355e-05 6.752493998217250902e-08 8.870638680471197438e-11 5.220490932514754590e-06 1.946317328642654779e-09 2.359187516988589745e-04 2.065865366207644295e-05 1.075475190875352132e-06
2.519531250000000503e-03 1.355873580244882637e-01 1.386020955611987119e+03 7.337370344214776408e-01 5.757340202632002437e-04 7.091211775377315288e-07 6.248271851163327700e-02 4.172378381574542759e-06 1.666253087276273748e-01 1.129428400245116342e-05 3.404579883041975627e-07 9.430519259342656427e-06 2.880491877389061467e-04 2.155165166532310196e-03 1.142096267054922030e-05 1.534045541390520109e-05 4.769801712176323128e-09 1.794310707623122913e-07 8.454395782602247190e-11 1.259823829177693930e-04 2.171231763951612489e-06 8.853181833973457122e-07 1.490302084638685170e-06 3.366669072633553250e-02 1.574630645998270406e-05 7.631786477936685192e-08 8.152076514214688037e-11 5.589957532589581045e-06 2.094227134314166637e-09 2.431145442035441298e-04 2.029369863127087690e-05 1.054624607981847597e-06
2.539062500000000520e-03 1.364690643024022154e-01 1.394700548316200411e+03 7.344976924912629546e-01 5.775734758694218377e-04 7.496477175736104698e-07 6.138129798468128923e-02 4.365751817323656167e-06 1.676595253854092082e-01 1.225484216274501229e-05 3.209911164129319394e-07 9.473660648199194202e-06 2.957905966599509240e-04 2.170799219793739365e-03 1.104520014960395244e-05 1.585250308427252016e-05 4.395939446091090860e-09 1.691654992624767995e-07 7.954731561564329143e-11 1.286250470081514363e-04 2.181486962453675637e-06 8.792906470164228557e-07 1.499988356174268710e-06 3.293777315137000339e-02 1.488723216485715642e-05 8.609067475079004134e-08 7.479710550937091184e-11 5.976671209532418600e-06 2.249696758938712217e-09 2.502117292508667453e-04 1.992868462961263471e-05 1.032998901358748347e-06
2.558593750000000538e-03 1.373477389498953261e-01 1.403346366687111413e+03 7.352586206568141325e-01 5.794019917537279740e-04 7.917490461904091017e-07 6.028184060785181375e-02 4.562831081402750772e-06 1.686899821496884166e-01 1.328064592490987908e-05 3.030086301623061421e-07 9.513308714220096527e-06 3.036860778614468965e-04 2.185988921914076583e-03 1.066941043515527609e-05 1.636661656253147069e-05 4.051915185306324998e-09 1.596325487321685156e-07 7.480150101905383083e-11 1.311970048103073693e-04 2.187223773726335142e-06 8.727996914075400271e-07 1.508569325197571760e-06 3.221076545625229520e-02 1.405122151521651565e-05 9.693202911385011866e-08 6.852610604524013220e-11 6.380759928877209634e-06 2.412694109817161834e-09 2.571916281879849044e-04 1.956353732084229870e-05 1.010738441751525449e-06
2.578125000000000555e-03 1.382231597915046795e-01 1.411956280994718554e+03 7.360195487247601642e-01 5.812168172935103889e-04 8.354454887643334390e-07 5.918469978054103492e-02 4.763424028351323347e-06 1.697163910553188548e-01 1.437479973188712807e-05 2.863713198159862876e-07 9.549176122798956604e-06 3.117348054931627643e-04 2.200706637627359956e-03 1.029481624847051215e-05 1.688188593314492967e-05 3.735288132865771756e-09 1.507673136073576823e-07 7.029980215568403240e-11 1.336862203697080980e-04 2.188507251303283146e-06 8.658366424880686141e-07 1.516005423341528609e-06 3.148592906985378526e-02 1.324031194092032819e-05 1.089364091283740154e-07 6.269493587553850010e-11 6.802302964898876687e-06 2.583138199669246538e-09 2.640357912782609340e-04 1.919816977046887729e-05 9.879784077714937302e-07
2.597656250000000572e-03 1.390950996558662223e-01 1.420528116288147885e+03 7.367801971420221419e-01 5.830150074856721171e-04 8.807562872163890033e-07 5.809023699453574191e-02 4.967330577076459255e-06 1.707384580401135332e-01 1.554048038372149695e-05 2.709512477309924491e-07 9.580979452766028479e-06 3.199359005360641003e-04 2.214924354917751498e-03 9.922578043289834933e-06 1.739740541173323313e-05 3.443872083454575672e-09 1.425140575376081818e-07 6.603521204553880096e-11 1.360807273452558134e-04 2.185428718002757579e-06 8.583947324325002757e-07 1.522256502317889126e-06 3.076353333792462494e-02 1.245623822661905554e-05 1.222042812275922874e-07 5.728795039731279664e-11 7.241328156933783189e-06 2.760896379790893139e-09 2.707260770288707455e-04 1.883248658119957963e-05 9.648471063360601610e-07
2.617187500000000590e-03 1.399633266172330415e-01 1.429059654791874664e+03 7.375402772421286723e-01 5.847934258939254965e-04 9.276996184490886294e-07 5.699882130563340560e-02 5.174343485570495152e-06 1.717558833809580965e-01 1.678093677730434701e-05 2.566319808781120402e-07 9.608441269517215127e-06 3.282884540753596542e-04 2.228613759097997516e-03 9.553785443663000363e-06 1.791227971914998013e-05 3.175698948589999695e-09 1.348249954893006783e-07 6.200043369311671418e-11 1.383687172446942341e-04 2.178103096907786554e-06 8.504693511223388146e-07 1.527282183062456007e-06 3.004385510998746137e-02 1.170043212793173285e-05 1.368422311962893965e-07 5.228734583219620290e-11 7.697809108341137246e-06 2.945781902148513052e-09 2.772447257534584194e-04 1.846638802167120287e-05 9.414645274744942762e-07
2.636718750000000607e-03 1.408276042666866124e-01 1.437548638586910783e+03 7.382994915381562162e-01 5.865487489734059687e-04 9.762926110269801808e-07 5.591082876323235501e-02 5.384249124825553833e-06 1.727683621608718523e-01 1.809948919219290229e-05 2.433084540947035541e-07 9.631292144959121554e-06 3.367915516626370886e-04 2.241746312521930400e-03 9.189450452585077957e-06 1.842563036448093076e-05 2.928987395688431313e-09 1.276591176893658831e-07 5.818789790158182104e-11 1.405386265543300407e-04 2.166666180273342268e-06 8.420582672075142554e-07 1.531042219653551332e-06 2.932717828367175511e-02 1.097402703873279141e-05 1.529630574019495718e-07 4.767374924027282095e-11 8.171662291691375130e-06 3.137551851140676230e-09 2.835744272530774058e-04 1.809977412498596039e-05 9.179411478081232227e-07
2.656250000000000625e-03 1.416876920128744555e-01 1.445992772574649734e+03 7.390575340627404399e-01 5.882774717747353858e-04 1.026551363169550279e-06 5.482664179975706847e-02 5.596828266371430062e-06 1.737755847669204823e-01 1.949952694617215643e-05 2.308865477181436686e-07 9.649272592865235459e-06 3.454442985209867740e-04 2.254293339619631992e-03 8.830502393458416864e-06 1.893660183455433285e-05 2.702116588318636374e-09 1.209810952729086062e-07 5.458978945590362223e-11 1.425792219388328087e-04 2.151271927319028575e-06 8.331618140890010273e-07 1.533496838782795853e-06 2.861379330658869041e-02 1.027786729441512369e-05 1.706858052977829340e-07 4.342674631639678568e-11 8.662744019189317574e-06 3.335905483565217963e-09 2.896983832279336163e-04 1.773254874928173138e-05 8.943769797203870084e-07
2.675781250000000642e-03 1.425433454124069854e-01 1.454389727724938211e+03 7.398140907555437185e-01 5.899759149994360978e-04 1.078490971893120321e-06 5.374664858205614737e-02 5.811856915896164971e-06 1.747772374217668456e-01 2.098450070355109415e-05 2.192824635522223125e-07 9.662134869101709556e-06 3.542458453315134410e-04 2.266226116884243261e-03 8.477784499901413472e-06 1.944436772110575781e-05 2.493604845861407408e-09 1.147602967970613964e-07 5.119807982212203244e-11 1.444796828153106511e-04 2.132089886727601976e-06 8.237830377286138641e-07 1.534606964888167356e-06 2.790399663340103684e-02 9.612521611793107884e-06 1.901357162995503479e-07 3.952535968129308239e-11 9.170847253647641949e-06 3.540483009010907186e-09 2.956003670013475273e-04 1.736462363533312114e-05 8.708608392834219128e-07
2.695312500000000659e-03 1.433943165317941859e-01 1.462737144628778196e+03 7.405688398990268873e-01 5.916402333106216297e-04 1.132125601679917520e-06 5.267124232726828198e-02 6.029107253938227434e-06 1.757730027609906431e-01 2.255789774052111701e-05 2.084219806615429148e-07 9.669644552559752794e-06 3.631954143367324261e-04 2.277515967398446427e-03 8.132052029143799915e-06 1.994813687412316303e-05 2.302093026777953166e-09 1.089699361893164514e-07 4.800460323597723551e-11 1.462296807120124181e-04 2.109302856735457167e-06 8.139278061159712168e-07 1.534334117562081171e-06 2.719809012770662421e-02 8.978300097861734801e-06 2.114440509557277819e-07 3.594851449136357650e-11 9.695698339544241739e-06 3.750864819977993250e-09 3.012647890266508541e-04 1.699592260275053029e-05 8.474697716401911751e-07
2.714843750000000677e-03 1.442403543613558770e-01 1.471032637440374856e+03 7.413214526706511931e-01 5.932664246700701137e-04 1.187468675438676288e-06 5.160082059087272438e-02 6.248348783014256831e-06 1.767625605130777600e-01 2.422316372440269950e-05 1.982396702834552358e-07 9.671581763593073717e-06 3.722923255628873915e-04 2.288134359674840086e-03 7.793971742654601066e-06 2.044715979551795941e-05 2.126332632491703305e-09 1.035863685595823078e-07 4.500157801621308194e-11 1.478194547529364678e-04 2.083104936428191378e-06 8.036048868225531244e-07 1.532639462679473047e-06 2.649638037541822422e-02 8.375274179975693571e-06 2.347477322462040618e-07 3.267559420234507654e-11 1.023695415345213053e-05 3.966571112867219416e-09 3.066767947045687830e-04 1.662638628640655483e-05 8.242685238407566953e-07
2.724609375000000902e-03 1.446614466542807398e-01 1.475159963022562351e+03 7.416973479990496276e-01 5.940647660370371305e-04 1.215826032457245386e-06 5.106689564123067376e-02 6.358783003053032172e-06 1.772555701458596311e-01 2.509266841355151754e-05 1.933748144498877953e-07 9.670380357448130814e-06 3.769022231044324750e-04 2.293187846501525910e-03 7.627792661363194603e-06 2.069496825476210635e-05 2.043821551073056491e-09 1.010358676922157852e-07 4.356851451140500138e-11 1.485517895878825660e-04 2.068782656312579906e-06 7.982649401333383671e-07 1.531240699210051664e-06 2.614673398336292073e-02 8.085017835513544316e-06 2.472190299833926366e-07 3.114389649975227779e-11 1.051396832074589373e-05 4.076376611291647836e-09 3.092864574447934498e-04 1.644103569527791088e-05 8.127427591049871528e-07
2.734375000000000694e-03 1.450812074234984483e-01 1.479273374468237307e+03 7.420725794606641834e-01 5.948519792553005198e-04 1.244615656547465507e-06 5.053437389404061980e-02 6.469627361163013509e-06 1.777468995884965153e-01 2.598653848914655141e-05 1.886588668024260870e-07 9.667706587863910143e-06 3.815488882777715962e-04 2.298062150812150116e-03 7.463744537210059396e-06 2.094132081933502775e-05 1.964831434784650155e-09 9.857955102488529771e-08 4.218022065844232140e-11 1.492405445467041164e-04 2.053680991542456521e-06 7.928122712891666681e-07 1.529472801056459027e-06 2.579825864787595527e-02 7.802511093874142818e-06 2.602452998897885347e-07 2.968074032612805584e-11 1.079493330745851036e-05 4.187305471556292317e-09 3.118275819381066249e-04 1.625546168677228799e-05 8.012842304003238951e-07
2.744140625000000486e-03 1.454996034660336057e-01 1.483372557379439513e+03 7.424471025530922086e-01 5.956275207183475045e-04 1.273838723717744753e-06 5.000330831874978676e-02 6.580851173721765009e-06 1.782365059073317270e-01 2.690528589586001278e-05 1.840854365901315505e-07 9.663538521006068325e-06 3.862322664819709006e-04 2.302753743761205667e-03 7.301887759472038422e-06 2.118613123780406469e-05 1.889224104278978302e-09 9.621492850171009037e-08 4.083531734975380169e-11 1.498846725975040088e-04 2.037825623117991777e-06 7.872487383240767510e-07 1.527333510436317239e-06 2.545099531138211857e-02 7.527698600127165002e-06 2.738458924984528510e-07 2.828339038412129933e-11 1.107978721981844273e-05 4.299280811206160188e-09 3.142984684295189340e-04 1.606966170276423532e-05 7.898986641102181208e-07
2.753906250000000711e-03 1.459166034815376212e-01 1.487457215212747542e+03 7.428208753352145699e-01 5.963908455881045557e-04 1.303496602246428620e-06 4.947374770355764118e-02 6.692424767720358564e-06 1.787243502187988164e-01 2.784941544245989360e-05 1.796485009454620756e-07 9.657855343149543455e-06 3.909523516402749698e-04 2.307259162826309599e-03 7.142276184873837520e-06 2.142931872298229978e-05 1.816866527615392360e-09 9.393960011293319322e-08 3.953268437220719999e-11 1.504831788808591022e-04 2.021242475575003489e-06 7.815763299967871671e-07 1.524820361058706428e-06 2.510498230503011713e-02 7.260512303585061365e-06 2.880405692111946719e-07 2.694923025720803692e-11 1.136846577185782002e-05 4.412222295160449751e-09 3.166974995609005746e-04 1.588363355934599785e-05 7.785908862186411441e-07
2.763671875000000937e-03 1.463321750608371219e-01 1.491527041137722335e+03 7.431938540390387038e-01 5.971413988254221580e-04 1.333590489299713866e-06 4.894574308526070811e-02 6.804318097995199461e-06 1.792103915661646119e-01 2.881942289984803742e-05 1.753424325916315643e-07 9.650637473458681327e-06 3.957091314670866224e-04 2.311574956334083372e-03 6.984959242723310441e-06 2.167080502342424853e-05 1.747631385272926960e-09 9.175127234488555100e-08 3.827128297683923829e-11 1.510351139976907561e-04 2.003957806442948086e-06 7.757972252845530332e-07 1.521930866244902148e-06 2.476025954230337209e-02 7.000875585982873333e-06 3.028493497417841368e-07 2.567575285162318156e-11 1.166089877933858908e-05 4.526045691158492225e-09 3.190231041343984629e-04 1.569737761631788634e-05 7.673650260733903536e-07
2.773437500000000729e-03 1.467462857101455020e-01 1.495581727719811397e+03 7.435659945977040053e-01 5.978786188877358021e-04 1.364121517093200106e-06 4.841934557243407489e-02 6.916501161871422471e-06 1.796945889661777374e-01 2.981580322266952373e-05 1.711619530347280027e-07 9.641866621808528422e-06 4.005026069084808909e-04 2.315697706637966265e-03 6.829981396220907569e-06 2.191051546021942164e-05 1.681396395943840348e-09 8.964773675132594513e-08 3.705009469262304537e-11 1.515395783178163924e-04 1.985998075463055576e-06 7.699137660840854830e-07 1.518662625542884394e-06 2.441686705842018024e-02 6.748702802249709621e-06 3.182925637407597531e-07 2.446053711192016239e-11 1.195701116718841104e-05 4.640663219769262778e-09 3.212737648679441665e-04 1.551089601376637238e-05 7.562245310702816089e-07
2.783203125000000520e-03 1.471589028652861564e-01 1.499620967056138397e+03 7.439372526670403607e-01 5.986019382392970562e-04 1.395090747676354528e-06 4.789460631913913108e-02 7.028943985714798766e-06 1.801769014267896041e-01 3.083905309132562768e-05 1.671021069187936286e-07 9.631525845476059274e-06 4.053327929827931463e-04 2.319624033263748691e-03 6.677382280678557988e-06 2.214837897052380786e-05 1.618044017366225546e-09 8.762686040761843561e-08 3.586810822955067973e-11 1.519957233086665260e-04 1.967389883243416347e-06 7.639284514972246236e-07 1.515013403968677170e-06 2.407484498921643248e-02 6.503899976982104650e-06 3.343908467294480091e-07 2.330123797921067993e-11 1.225672288904560279e-05 4.755983631298018217e-09 3.234480172837051175e-04 1.532419267727846735e-05 7.451722212214049940e-07
2.792968750000000746e-03 1.475699939064246957e-01 1.503644450916213373e+03 7.443075836478847407e-01 5.993107838713047052e-04 1.426499169971598537e-06 4.737157649835219836e-02 7.141616623830230566e-06 1.806572879664737064e-01 3.188967230053274191e-05 1.631582381500092180e-07 9.619599598503660829e-06 4.101997196113359948e-04 2.323350596037557919e-03 6.527196848018959512e-06 2.238432815055367746e-05 1.557461186365706957e-09 8.568657783549347901e-08 3.472431808758322951e-11 1.524027527575608156e-04 1.948159918173690369e-06 7.578439318022835425e-07 1.510981188765036098e-06 2.373423354841003655e-02 6.266365492183221294e-06 3.511651318646052879e-07 2.219558073305591424e-11 1.255994886374674311e-05 4.871912289104300758e-09 3.255444494140317989e-04 1.513727333528331415e-05 7.342103383820096522e-07
2.802734375000000971e-03 1.479795261731828571e-01 1.507651870886221104e+03 7.446769427090730309e-01 6.000045778344686520e-04 1.458347698104591092e-06 4.685030727514682969e-02 7.254489166437783517e-06 1.811357076344678185e-01 3.296816452671026253e-05 1.593259677257314958e-07 9.606073774747582989e-06 4.151034324365504894e-04 2.326874098186960775e-03 6.379455516572622718e-06 2.261829929686741332e-05 1.499539091664148068e-09 8.382488420833359057e-08 3.361772588402896963e-11 1.527599238919829974e-04 1.928334909829144594e-06 7.516630020277910248e-07 1.506564231104347743e-06 2.339507300383053892e-02 6.035990764462135517e-06 3.686366380275008085e-07 2.114135795727426299e-11 1.286659892078722573e-05 4.988351260409087004e-09 3.275617019341371477e-04 1.495014554214897324e-05 7.233405913838495936e-07
