#x Tg Ts u porosity solidDensity effectiveSolidHeatConductivity tortuosity_factor solidHeatCapacity specificArea extinctionCoefficient scatteringAlbedo emissivity hv insulationTransmissivity divq divSolidHeatConduction N2 H2 H O2 O H2O OH H2O2 HO2 NO N2O NO2 HNO HNO2 HONO HONO2 N2H2 H2NN NH2OH HNOH NH3 N2H4 N NO3 NH NNH NH2 H2NO N2H3 
0 300 300 0.386296 0.824933 4320 0.378808 1.343 574.643 1591.82 1340.4 0.55 0.9 317614 0.6 -10.6009 -31424.8 0.658284 1.8981e-19 -1.26959e-19 0.199873 -2.80062e-18 2.65358e-22 -1.97262e-21 -2.04607e-18 -8.89727e-21 1.38955e-20 1.05761e-18 2.68245e-22 -1.97988e-17 9.65656e-18 1.49766e-18 4.04897e-22 -2.91314e-18 1.42452e-22 4.44656e-19 1.03231e-22 0.141843 2.16069e-18 3.26139e-18 -9.97746e-25 5.01866e-25 1.48825e-35 -4.26322e-21 1.60659e-17 -2.90355e-18 
0.01915 300.034 300.036 0.38634 0.824933 4320 0.378756 1.343 574.687 1591.82 1340.4 0.55 0.9 317633 0.6 -179.961 -495.362 0.658284 4.54436e-18 -6.90516e-25 0.199873 5.78506e-19 1.20648e-19 2.6859e-24 -2.05697e-18 -4.20734e-18 6.59717e-18 1.05757e-18 1.52365e-19 -1.97679e-17 9.65654e-18 1.49766e-18 4.04897e-22 -2.91313e-18 4.39958e-21 4.44656e-19 1.0323e-22 0.141843 3.56672e-18 1.86647e-19 -1.00585e-24 1.43542e-22 7.08883e-33 -1.25775e-18 1.60496e-17 -2.90353e-18 
0.028725 300.212 300.234 0.386569 0.824933 4320 0.378571 1.343 574.925 1591.82 1340.4 0.55 0.9 317737 0.6 -1159.95 -5975.13 0.658284 2.11991e-16 -1.1212e-27 0.199873 6.89773e-19 1.97391e-19 3.4184e-24 -1.36599e-18 -5.55288e-18 6.95144e-18 1.05755e-18 2.78983e-19 -1.97525e-17 9.65653e-18 1.49766e-18 4.04897e-22 -2.91313e-18 7.3158e-21 4.44656e-19 1.0323e-22 0.141843 4.73376e-18 1.99128e-20 -1.01378e-24 2.3127e-22 1.51204e-32 -2.33996e-18 1.60415e-17 -2.90355e-18 
0.0335125 300.742 300.876 0.387251 0.824933 4320 0.378167 1.343 575.694 1591.82 1340.4 0.55 0.9 318045 0.6 -4497.08 -38313.9 0.658284 5.20555e-15 -1.32043e-27 0.199873 6.66429e-19 2.40348e-19 3.67786e-24 -8.63615e-19 -6.53048e-18 6.9849e-18 1.05754e-18 3.56826e-19 -1.97447e-17 9.65652e-18 1.49766e-18 4.04897e-22 -2.91312e-18 8.9399e-21 4.44656e-19 1.03245e-22 0.141843 5.45794e-18 3.69384e-21 -1.0186e-24 2.75358e-22 1.8623e-32 -3.01636e-18 1.60374e-17 -2.90357e-18 
0.0359063 301.624 302.068 0.388387 0.824933 4320 0.377214 1.343 577.116 1591.82 1340.4 0.55 0.9 318557 0.6 -12202.1 -130022 0.658284 6.64169e-14 -1.41781e-27 0.199873 6.46141e-19 3.25951e-19 4.11978e-24 -5.77722e-19 -7.08647e-18 6.98995e-18 1.05754e-18 3.99883e-19 -1.97408e-17 9.65651e-18 1.49766e-18 4.04897e-22 -2.91308e-18 9.76642e-21 4.44656e-19 1.03952e-22 0.141843 5.86578e-18 1.09756e-21 -1.02134e-24 2.94318e-22 2.09898e-32 -3.24277e-18 1.60355e-17 -2.90357e-18 
0.0383 304.028 305.238 0.391482 0.824933 4320 0.375457 1.343 580.859 1591.82 1340.4 0.55 0.9 319953 0.6 -37052.4 -353312 0.658284 1.08073e-12 -1.49647e-27 0.199873 6.17053e-19 3.89729e-18 5.40369e-24 -2.66578e-19 -7.6752e-18 6.99678e-18 1.05762e-18 4.48311e-19 -1.97367e-17 9.65651e-18 1.49766e-18 4.04897e-22 -2.91074e-18 1.05385e-20 4.44672e-19 1.46573e-22 0.141843 6.34475e-18 2.81371e-22 -1.02417e-24 3.03932e-22 2.33003e-32 2.1912e-18 1.60388e-17 -2.90357e-18 
0.0398625 307.54 310.226 0.396005 0.824933 4320 0.372275 1.343 586.632 1591.82 1340.4 0.55 0.9 321995 0.6 -94132.8 -782512 0.658284 1.01838e-11 -1.52497e-27 0.199873 5.90313e-19 1.1194e-16 7.48229e-24 -4.72554e-20 -7.56997e-18 7.18163e-18 1.06126e-18 4.9612e-19 -1.97331e-17 9.65651e-18 1.4978e-18 4.049e-22 -2.83511e-18 1.09033e-20 4.45211e-19 1.52322e-21 0.141843 6.74732e-18 7.90348e-23 -1.01989e-24 2.99623e-22 2.503e-32 1.19668e-16 1.62083e-17 -2.9029e-18 
0.041425 314.86 320.388 0.405431 0.824933 4320 0.366065 1.343 597.971 1591.82 1340.4 0.55 0.9 326251 0.6 -262639 -1.58202e+06 0.658284 1.09129e-10 -1.48683e-27 0.199873 5.51886e-19 4.03084e-15 1.28481e-23 6.45232e-19 1.12692e-17 1.42891e-17 1.24548e-18 1.14856e-18 -1.96979e-17 9.65663e-18 1.50403e-18 4.05068e-22 8.00428e-20 1.09294e-20 4.66076e-19 5.4541e-20 0.141843 9.19123e-18 1.1173e-23 -7.03676e-25 2.78951e-22 3.35974e-32 2.94576e-15 2.27833e-17 -2.8718e-18 
0.0429875 330.076 341.273 0.425023 0.824933 4320 0.3545 1.343 619.57 1591.82 1340.4 0.55 0.9 335100 0.6 -760953 -3.06517e+06 0.658284 1.14626e-09 8.68228e-27 0.199873 6.66554e-19 1.39753e-13 3.24651e-23 1.8956e-17 7.11403e-16 2.76795e-16 1.01605e-17 2.78414e-17 -1.85226e-17 9.66245e-18 1.77531e-18 4.13329e-22 1.08172e-16 1.03588e-20 1.24311e-18 2.01576e-18 0.141843 1.07954e-16 -4.68107e-24 1.48748e-23 3.56419e-22 8.68671e-31 6.81551e-14 2.66048e-16 -1.47884e-18 
0.04455 361.63 383.949 0.465654 0.824933 4320 0.341689 1.343 657.256 1591.82 1340.4 0.55 0.9 353446 0.6 -2.20864e+06 -5.82479e+06 0.658284 1.12827e-08 6.65908e-24 0.199873 5.58272e-18 4.43608e-12 3.13393e-22 6.34923e-16 2.43397e-14 9.25493e-15 4.07469e-16 1.09402e-15 2.12234e-17 9.89817e-18 1.26705e-17 7.86471e-22 3.82699e-15 3.24025e-20 2.80192e-17 6.91471e-17 0.141843 4.58777e-15 -3.7499e-24 7.16577e-22 9.3526e-21 4.48905e-28 1.46318e-12 8.59288e-15 5.60233e-17 
0.0453313 387.191 421.694 0.498568 0.824933 4320 0.328847 1.343 684.363 1591.82 1340.4 0.55 0.9 368273 0.6 -4.34128e+06 -8.74056e+06 0.658284 4.82715e-08 5.50661e-22 0.199873 5.25648e-17 5.28841e-11 5.63635e-21 8.18467e-15 3.12169e-13 1.20166e-13 6.74884e-15 1.64003e-14 5.08521e-16 1.33008e-17 1.69719e-16 6.81041e-21 5.0127e-14 1.07781e-18 3.60969e-16 8.98397e-16 0.141843 7.78122e-14 -1.57223e-24 1.20087e-20 3.40718e-19 4.4103e-26 1.23252e-11 1.11449e-13 9.07677e-16 
0.0461125 426.619 477.136 0.549338 0.824933 4320 0.312985 1.343 715.64 1591.82 1340.4 0.55 0.9 391033 0.6 -8.72926e+06 -1.16252e+07 0.658284 2.27873e-07 7.80716e-20 0.199873 5.96015e-16 7.32563e-10 2.73106e-19 1.2482e-13 4.73111e-12 1.8471e-12 1.32978e-13 2.9122e-13 8.04061e-15 7.46662e-17 3.00141e-15 1.27835e-19 7.77906e-13 4.49583e-17 5.57404e-15 1.37987e-14 0.141843 1.56938e-12 2.69994e-25 2.38269e-19 1.14098e-17 5.76183e-24 1.20339e-10 1.71142e-12 1.6677e-14 
0.0468937 486.499 558.058 0.626449 0.824933 4320 0.294544 1.343 747.921 1591.82 1340.4 0.55 0.9 425242 0.6 -1.7184e+07 -1.41011e+07 0.658283 1.02948e-06 1.36576e-17 0.199872 7.22695e-15 9.19914e-09 1.84768e-17 1.75583e-12 6.61224e-11 2.61951e-11 2.38952e-12 4.72451e-12 1.1354e-13 1.0705e-15 4.89433e-14 2.30581e-18 1.116e-11 1.5472e-15 7.9405e-14 1.95383e-13 0.141843 2.86362e-11 5.14377e-23 4.30251e-18 4.2372e-16 6.27332e-22 1.09636e-09 2.42178e-11 2.79394e-13 
0.047675 575.475 673.267 0.741049 0.824933 4320 0.274688 1.343 777.844 1591.82 1340.4 0.55 0.9 475060 0.6 -3.2065e+07 -1.48424e+07 0.658282 4.25658e-06 2.55178e-15 0.199872 1.14445e-13 1.00272e-07 1.17247e-15 2.19152e-11 8.17585e-10 3.29775e-10 3.77097e-11 6.71429e-11 1.43255e-12 1.52612e-14 7.03234e-13 3.65209e-17 1.42462e-10 3.97753e-14 1.00301e-12 2.45748e-12 0.141842 4.42953e-10 5.58739e-21 6.84632e-17 1.68012e-14 5.43611e-20 8.94188e-09 3.03314e-10 4.12364e-12 
0.0484562 701.819 829.783 0.903869 0.824933 4320 0.260146 1.343 806.957 1591.82 1340.4 0.55 0.9 543364 0.6 -5.42691e+07 -1.54186e+07 0.658276 1.58505e-05 3.45179e-13 0.19987 3.28654e-12 9.31754e-07 7.35455e-14 2.38218e-10 8.5587e-09 3.62446e-09 5.13751e-10 8.1275e-10 1.68283e-11 1.90089e-13 8.75339e-12 4.97979e-16 1.5918e-09 7.7297e-13 1.10503e-11 2.72346e-11 0.141837 5.33738e-09 6.52299e-19 9.79657e-16 6.4806e-13 4.20556e-18 6.463e-08 3.2802e-09 5.27922e-11 
0.0488469 778.496 925.981 1.00282 0.824933 4320 0.25281 1.343 821.953 1591.82 1340.4 0.55 0.9 583381 0.6 -7.0013e+07 -1.69735e+07 0.658268 3.26644e-05 4.84645e-12 0.199867 4.60028e-11 3.72204e-06 1.23511e-12 1.05802e-09 3.2458e-08 1.68517e-08 2.86022e-09 3.95151e-09 1.04675e-10 9.83396e-13 4.51469e-11 2.76876e-15 7.53922e-09 5.72098e-12 5.15606e-11 1.33465e-10 0.141829 2.29281e-08 2.29277e-17 6.89095e-15 8.73324e-12 6.74127e-17 2.19462e-07 1.4508e-08 2.76017e-10 
0.0490422 821.139 979.317 1.05796 0.824933 4320 0.247868 1.343 828.427 1591.82 1340.4 0.55 0.9 605211 0.6 -7.98799e+07 -1.82405e+07 0.65826 4.88386e-05 2.0871e-11 0.199863 2.11994e-10 8.95035e-06 6.69215e-12 2.69417e-09 6.99095e-08 4.59326e-08 9.06889e-09 1.11442e-08 3.7106e-10 2.93294e-12 1.33973e-10 8.76101e-15 2.09393e-08 2.20205e-11 1.41118e-10 3.86386e-10 0.141818 5.89806e-08 2.46201e-16 2.73519e-14 4.6413e-11 3.7632e-16 4.70787e-07 3.7479e-08 8.22224e-10 
0.0492375 867.743 1036.52 1.11834 0.824933 4320 0.24297 1.343 832.706 1591.82 1340.4 0.55 0.9 628760 0.6 -9.06458e+07 -1.74273e+07 0.658247 7.42882e-05 8.66704e-11 0.199857 9.17875e-10 2.32274e-05 3.65548e-11 7.4105e-09 1.56459e-07 1.3763e-07 3.2221e-08 3.48628e-08 1.43301e-09 9.73166e-12 4.41258e-10 3.10156e-14 6.42235e-08 9.84858e-11 4.24947e-10 1.23601e-09 0.141797 1.71477e-07 2.66831e-15 1.19197e-13 2.34076e-10 2.37646e-15 1.07777e-06 1.05526e-07 2.71667e-09 
0.0494328 918.316 1097.62 1.18408 0.824933 4320 0.239363 1.343 836.507 1591.82 1340.4 0.55 0.9 654005 0.6 -1.01675e+08 -1.78907e+07 0.658226 0.000113743 3.38654e-10 0.199843 3.705e-09 6.10622e-05 1.89382e-10 1.99949e-08 3.34067e-07 4.17158e-07 1.15839e-07 1.09268e-07 5.64322e-09 3.27576e-11 1.46472e-09 1.108e-13 2.00187e-07 4.65988e-10 1.29409e-09 4.00851e-09 0.141752 4.99047e-07 2.83958e-14 5.2529e-13 1.13248e-09 1.56858e-14 2.52233e-06 2.94745e-07 8.95452e-09 
0.0495305 944.999 1129.7 1.21889 0.824933 4320 0.236955 1.343 838.419 1591.82 1340.4 0.55 0.9 667240 0.6 -1.07357e+08 -1.98811e+07 0.658212 0.000141778 6.98502e-10 0.199829 7.77225e-09 0.000103158 4.49278e-10 3.30988e-08 4.79895e-07 7.66774e-07 2.38418e-07 2.02356e-07 1.23438e-08 6.47158e-11 2.83901e-09 2.27022e-13 3.76237e-07 1.11964e-09 2.38037e-09 7.55651e-09 0.141707 8.70094e-07 1.0988e-13 1.23564e-12 2.74933e-09 4.46706e-14 4.00142e-06 5.03403e-07 1.69845e-08 
0.0496281 972.875 1162.9 1.25538 0.824933 4320 0.234559 1.343 840.337 1591.82 1340.4 0.55 0.9 681023 0.6 -1.12853e+08 -1.99579e+07 0.658192 0.000177255 1.43099e-09 0.199804 1.61009e-08 0.000178428 1.06179e-09 5.55499e-08 6.87171e-07 1.45586e-06 5.14482e-07 3.86726e-07 2.77139e-08 1.33405e-10 5.70879e-09 4.86383e-13 7.32979e-07 2.81094e-09 4.51607e-09 1.45451e-08 0.141635 1.56254e-06 4.20095e-13 2.98656e-12 6.53901e-09 1.34957e-13 6.4602e-06 8.76657e-07 3.32134e-08 
0.0497258 1001.99 1197.26 1.29365 0.824933 4320 0.232777 1.343 842.258 1591.82 1340.4 0.55 0.9 695386 0.6 -1.17921e+08 -2.14277e+07 0.658169 0.000221952 2.92159e-09 0.199761 3.28977e-08 0.000311536 2.49454e-09 9.27838e-08 9.73297e-07 2.79279e-06 1.12768e-06 7.41379e-07 6.24032e-08 2.79226e-10 1.15693e-08 1.05418e-12 1.44592e-06 7.15902e-09 8.63271e-09 2.78416e-08 0.141514 2.80882e-06 1.57872e-12 7.13673e-12 1.52152e-08 4.21985e-13 1.0513e-05 1.52419e-06 6.48949e-08 
0.0497746 1017.04 1214.9 1.31351 0.824933 4320 0.231586 1.343 843.219 1591.82 1340.4 0.55 0.9 702784 0.6 -1.2027e+08 -2.4067e+07 0.658156 0.000248791 4.24079e-09 0.199726 4.75169e-08 0.000416464 3.87789e-09 1.19961e-07 1.15656e-06 3.92674e-06 1.71335e-06 1.03508e-06 9.56644e-08 4.13182e-10 1.67159e-08 1.58654e-12 2.06659e-06 1.17052e-08 1.20856e-08 3.86429e-08 0.141423 3.77418e-06 3.17874e-12 1.11978e-11 2.35661e-08 7.70724e-13 1.35321e-05 2.01567e-06 9.12005e-08 
0.0498234 1032.49 1232.87 1.33397 0.824933 4320 0.230395 1.343 844.181 1591.82 1340.4 0.55 0.9 710385 0.6 -1.22394e+08 -2.55624e+07 0.658143 0.000279056 6.1586e-09 0.199677 6.85665e-08 0.000560725 6.04298e-09 1.55536e-07 1.37585e-06 5.57819e-06 2.6481e-06 1.456e-06 1.47947e-07 6.20179e-10 2.44113e-08 2.42125e-12 2.98695e-06 1.93484e-08 1.70679e-08 5.38178e-08 0.141301 5.10093e-06 6.39408e-12 1.76825e-11 3.64098e-08 1.4351e-12 1.75016e-05 2.67642e-06 1.28993e-07 
